season,round,circuitId,driverId,constructorId,grid,qual_position,driver_points_last3,constructor_points_last3,driver_podiums_last3,driver_finishpos_last3,constructor_podiums_last3,driver_track_avg_finish,driver_track_podium_rate,constructor_track_avg_finish,constructor_track_podium_rate,driver_constructor_avg_finish,driver_constructor_podium_rate,grid_inverse,podium
2022,2,jeddah,latifi,williams,18,19.0,0.0,0.0,0.0,16.0,0.0,10.489662676822633,0.0,14.0,0.0,16.0,0.0,0.05555555555555555,0
2022,2,jeddah,leclerc,ferrari,2,2.0,26.0,22.0,1.0,1.0,1.0,10.489662676822633,0.0,10.489662676822633,0.0,1.0,1.0,0.5,1
2022,2,jeddah,max_verstappen,red_bull,4,4.0,0.0,0.0,0.0,19.0,0.0,10.489662676822633,0.0,10.489662676822633,0.0,19.0,0.0,0.25,1
2022,2,jeddah,mick_schumacher,haas,0,14.0,0.0,4.0,0.0,11.0,0.0,10.489662676822633,0.0,9.0,0.0,11.0,0.0,inf,0
2022,2,jeddah,norris,mclaren,11,11.0,0.0,0.0,0.0,15.0,0.0,10.489662676822633,0.0,10.489662676822633,0.0,15.0,0.0,0.09090909090909091,0
2022,2,jeddah,ocon,alpine,5,5.0,6.0,4.0,0.0,7.0,0.0,10.489662676822633,0.0,16.0,0.0,7.0,0.0,0.2,0
2022,2,jeddah,perez,red_bull,1,1.0,0.0,8.333333333333334,0.0,18.0,0.3333333333333333,10.489662676822633,0.0,1.0,1.0,18.0,0.0,1.0,0
2022,2,jeddah,ricciardo,mclaren,14,12.0,0.0,2.0,0.0,14.0,0.0,10.489662676822633,0.0,7.0,0.0,14.0,0.0,0.07142857142857142,0
2022,2,jeddah,russell,mercedes,6,6.0,12.0,13.5,0.0,4.0,0.5,10.489662676822633,0.0,10.0,0.0,4.0,0.0,0.16666666666666666,0
2022,2,jeddah,sainz,ferrari,3,3.0,18.0,21.0,1.0,2.0,1.0,10.489662676822633,0.0,2.0,1.0,2.0,1.0,0.3333333333333333,1
2022,2,jeddah,stroll,aston_martin,13,15.0,0.0,0.0,0.0,12.0,0.0,10.489662676822633,0.0,12.0,0.0,12.0,0.0,0.07692307692307693,0
2022,2,jeddah,tsunoda,alphatauri,19,20.0,4.0,2.6666666666666665,0.0,8.0,0.0,10.489662676822633,0.0,8.0,0.0,8.0,0.0,0.05263157894736842,0
2022,2,jeddah,zhou,alfa,12,13.0,1.0,4.5,0.0,10.0,0.0,10.489662676822633,0.0,15.0,0.0,10.0,0.0,0.08333333333333333,0
2022,3,albert_park,albon,williams,20,16.0,0.0,0.0,0.0,13.5,0.0,10.489662676822633,0.0,10.489662676822633,0.0,13.5,0.0,0.05,0
2022,3,albert_park,alonso,alpine,10,10.0,1.0,4.666666666666667,0.0,12.5,0.0,10.489662676822633,0.0,10.489662676822633,0.0,12.5,0.0,0.1,0
2022,3,albert_park,bottas,alfa,12,12.0,4.0,0.3333333333333333,0.0,10.5,0.0,10.489662676822633,0.0,10.489662676822633,0.0,10.5,0.0,0.08333333333333333,0
2022,3,albert_park,gasly,alphatauri,11,11.0,2.0,1.3333333333333333,0.0,14.0,0.0,10.489662676822633,0.0,10.489662676822633,0.0,14.0,0.0,0.09090909090909091,0
2022,3,albert_park,hamilton,mercedes,5,5.0,8.0,8.666666666666666,0.5,6.5,0.3333333333333333,10.489662676822633,0.0,10.489662676822633,0.0,6.5,0.5,0.2,0
2022,3,albert_park,kevin_magnussen,haas,16,17.0,6.0,0.6666666666666666,0.0,7.0,0.0,10.489662676822633,0.0,10.489662676822633,0.0,7.0,0.0,0.0625,0
2022,3,albert_park,latifi,williams,18,19.0,0.0,0.3333333333333333,0.0,17.0,0.0,10.489662676822633,0.0,10.0,0.0,17.0,0.0,0.05555555555555555,0
2022,3,albert_park,leclerc,ferrari,1,1.0,22.5,17.333333333333332,1.0,1.5,1.0,10.489662676822633,0.0,10.489662676822633,0.0,1.5,1.0,1.0,1
2022,3,albert_park,max_verstappen,red_bull,2,2.0,12.5,18.333333333333332,0.5,10.0,0.6666666666666666,10.489662676822633,0.0,10.489662676822633,0.0,10.0,0.5,0.5,0
2022,3,albert_park,mick_schumacher,haas,15,15.0,0.0,0.6666666666666666,0.0,15.5,0.0,10.489662676822633,0.0,14.0,0.0,15.5,0.0,0.06666666666666667,0
2022,3,albert_park,norris,mclaren,4,4.0,3.0,2.0,0.0,11.0,0.0,10.489662676822633,0.0,10.489662676822633,0.0,11.0,0.0,0.25,0
2022,3,albert_park,ocon,alpine,8,8.0,7.0,3.3333333333333335,0.0,6.5,0.0,10.489662676822633,0.0,17.0,0.0,6.5,0.0,0.125,0
2022,3,albert_park,perez,red_bull,3,3.0,6.0,12.333333333333334,0.0,11.0,0.3333333333333333,10.489662676822633,0.0,18.0,0.0,11.0,0.0,0.3333333333333333,1
2022,3,albert_park,ricciardo,mclaren,7,7.0,0.0,5.333333333333333,0.0,15.5,0.0,10.489662676822633,0.0,5.0,0.0,15.5,0.0,0.14285714285714285,0
2022,3,albert_park,russell,mercedes,6,6.0,11.0,7.666666666666667,0.0,4.5,0.0,10.489662676822633,0.0,4.0,0.0,4.5,0.0,0.16666666666666666,1
2022,3,albert_park,sainz,ferrari,9,9.0,16.5,20.0,1.0,2.5,1.0,10.489662676822633,0.0,1.0,1.0,2.5,1.0,0.1111111111111111,0
2022,3,albert_park,stroll,aston_martin,19,20.0,0.0,0.0,0.0,12.5,0.0,10.489662676822633,0.0,10.489662676822633,0.0,12.5,0.0,0.05263157894736842,0
2022,3,albert_park,tsunoda,alphatauri,13,13.0,2.0,2.0,0.0,13.5,0.0,10.489662676822633,0.0,9.0,0.0,13.5,0.0,0.07692307692307693,0
2022,3,albert_park,vettel,aston_martin,17,18.0,0.0,0.0,0.0,0.0,0.0,10.489662676822633,0.0,12.0,0.0,10.489662676822633,0.0,0.058823529411764705,0
2022,3,albert_park,zhou,alfa,14,14.0,0.5,1.3333333333333333,0.0,10.5,0.0,10.489662676822633,0.0,8.0,0.0,10.5,0.0,0.07142857142857142,0
2022,4,imola,albon,williams,18,20.0,0.3333333333333333,0.3333333333333333,0.0,12.333333333333334,0.0,10.489662676822633,0.0,10.489662676822633,0.0,12.333333333333334,0.0,0.05555555555555555,0
2022,4,imola,alonso,alpine,9,5.0,0.6666666666666666,2.0,0.0,14.0,0.0,10.489662676822633,0.0,10.489662676822633,0.0,14.0,0.0,0.1111111111111111,0
2022,4,imola,bottas,alfa,7,8.0,4.0,1.3333333333333333,0.0,9.666666666666666,0.0,10.489662676822633,0.0,10.489662676822633,0.0,9.666666666666666,0.0,0.14285714285714285,0
2022,4,imola,gasly,alphatauri,17,17.0,2.0,2.6666666666666665,0.0,12.333333333333334,0.0,10.489662676822633,0.0,10.489662676822633,0.0,12.333333333333334,0.0,0.058823529411764705,0
2022,4,imola,hamilton,mercedes,14,13.0,9.333333333333334,13.0,0.3333333333333333,5.666666666666667,0.3333333333333333,10.489662676822633,0.0,10.489662676822633,0.0,5.666666666666667,0.3333333333333333,0.07142857142857142,0
2022,4,imola,kevin_magnussen,haas,8,4.0,4.0,0.0,0.0,9.333333333333334,0.0,10.489662676822633,0.0,10.489662676822633,0.0,9.333333333333334,0.0,0.125,0
2022,4,imola,latifi,williams,19,18.0,0.0,0.3333333333333333,0.0,16.666666666666668,0.0,10.489662676822633,0.0,11.0,0.0,16.666666666666668,0.0,0.05263157894736842,0
2022,4,imola,leclerc,ferrari,2,2.0,23.666666666666668,13.666666666666666,1.0,1.3333333333333333,0.6666666666666666,10.489662676822633,0.0,10.489662676822633,0.0,1.3333333333333333,1.0,0.5,0
2022,4,imola,max_verstappen,red_bull,1,1.0,8.333333333333334,10.0,0.3333333333333333,12.666666666666666,0.3333333333333333,10.489662676822633,0.0,10.489662676822633,0.0,12.666666666666666,0.3333333333333333,1.0,1
2022,4,imola,mick_schumacher,haas,10,12.0,0.0,0.6666666666666666,0.0,14.666666666666666,0.0,10.489662676822633,0.0,9.0,0.0,14.666666666666666,0.0,0.1,0
2022,4,imola,norris,mclaren,5,3.0,5.333333333333333,6.0,0.0,9.0,0.0,10.489662676822633,0.0,10.489662676822633,0.0,9.0,0.0,0.2,1
2022,4,imola,ocon,alpine,16,19.0,6.666666666666667,2.0,0.0,6.666666666666667,0.0,10.489662676822633,0.0,19.0,0.0,6.666666666666667,0.0,0.0625,0
2022,4,imola,perez,red_bull,3,7.0,10.0,14.666666666666666,0.3333333333333333,8.0,0.6666666666666666,10.489662676822633,0.0,1.0,1.0,8.0,0.3333333333333333,0.3333333333333333,1
2022,4,imola,ricciardo,mclaren,6,6.0,2.6666666666666665,11.0,0.0,12.333333333333334,0.3333333333333333,10.489662676822633,0.0,3.0,1.0,12.333333333333334,0.0,0.16666666666666666,0
2022,4,imola,russell,mercedes,11,11.0,12.333333333333334,9.333333333333334,0.3333333333333333,4.0,0.3333333333333333,10.489662676822633,0.0,13.0,0.0,4.0,0.3333333333333333,0.09090909090909091,0
2022,4,imola,sainz,ferrari,4,10.0,11.0,11.333333333333334,0.6666666666666666,8.333333333333334,0.3333333333333333,10.489662676822633,0.0,6.0,0.0,8.333333333333334,0.6666666666666666,0.25,0
2022,4,imola,stroll,aston_martin,15,15.0,0.0,1.3333333333333333,0.0,12.333333333333334,0.0,10.489662676822633,0.0,10.489662676822633,0.0,12.333333333333334,0.0,0.06666666666666667,0
2022,4,imola,tsunoda,alphatauri,12,16.0,1.3333333333333333,0.6666666666666666,0.0,14.0,0.0,10.489662676822633,0.0,12.0,0.0,14.0,0.0,0.08333333333333333,0
2022,4,imola,vettel,aston_martin,13,9.0,0.0,0.0,0.0,19.0,0.0,10.489662676822633,0.0,10.0,0.0,19.0,0.0,0.07692307692307693,0
2022,4,imola,zhou,alfa,0,14.0,0.3333333333333333,4.666666666666667,0.0,10.666666666666666,0.0,10.489662676822633,0.0,5.0,0.0,10.666666666666666,0.0,inf,0
2022,5,miami,albon,williams,18,18.0,0.3333333333333333,0.0,0.0,11.666666666666666,0.0,10.489662676822633,0.0,10.489662676822633,0.0,12.0,0.0,0.05555555555555555,0
2022,5,miami,alonso,alpine,11,11.0,0.0,1.3333333333333333,0.0,17.333333333333332,0.0,10.489662676822633,0.0,10.489662676822633,0.0,15.25,0.0,0.09090909090909091,0
2022,5,miami,bottas,alfa,5,5.0,4.666666666666667,3.3333333333333335,0.0,9.333333333333334,0.0,10.489662676822633,0.0,10.489662676822633,0.0,8.5,0.0,0.2,0
2022,5,miami,gasly,alphatauri,7,7.0,2.0,2.0,0.0,9.666666666666666,0.0,10.489662676822633,0.0,10.489662676822633,0.0,12.25,0.0,0.14285714285714285,0
2022,5,miami,hamilton,mercedes,6,6.0,4.333333333333333,7.333333333333333,0.0,9.0,0.0,10.489662676822633,0.0,10.489662676822633,0.0,7.5,0.25,0.16666666666666666,0
2022,5,miami,kevin_magnussen,haas,16,16.0,1.3333333333333333,0.6666666666666666,0.0,10.666666666666666,0.0,10.489662676822633,0.0,10.489662676822633,0.0,9.25,0.0,0.0625,0
2022,5,miami,latifi,williams,19,19.0,0.0,0.6666666666666666,0.0,16.666666666666668,0.0,10.489662676822633,0.0,9.0,0.0,16.5,0.0,0.05263157894736842,0
2022,5,miami,leclerc,ferrari,1,1.0,17.666666666666668,2.6666666666666665,0.6666666666666666,3.0,0.0,10.489662676822633,0.0,10.489662676822633,0.0,2.5,0.75,1.0,1
2022,5,miami,max_verstappen,red_bull,3,3.0,17.0,14.666666666666666,0.6666666666666666,6.666666666666667,0.6666666666666666,10.489662676822633,0.0,10.489662676822633,0.0,9.75,0.5,0.3333333333333333,1
2022,5,miami,mick_schumacher,haas,15,15.0,0.0,0.6666666666666666,0.0,16.666666666666668,0.0,10.489662676822633,0.0,16.0,0.0,15.25,0.0,0.06666666666666667,0
2022,5,miami,norris,mclaren,8,8.0,10.333333333333334,5.0,0.3333333333333333,5.0,0.3333333333333333,10.489662676822633,0.0,10.489662676822633,0.0,7.5,0.25,0.125,0
2022,5,miami,ocon,alpine,20,20.0,4.666666666666667,0.0,0.0,9.0,0.0,10.489662676822633,0.0,11.0,0.0,8.5,0.0,0.05,0
2022,5,miami,perez,red_bull,4,4.0,16.0,23.333333333333332,0.6666666666666666,2.6666666666666665,1.0,10.489662676822633,0.0,1.0,1.0,6.5,0.5,0.25,0
2022,5,miami,ricciardo,mclaren,14,14.0,2.6666666666666665,7.666666666666667,0.0,13.666666666666666,0.3333333333333333,10.489662676822633,0.0,19.0,0.0,13.75,0.0,0.07142857142857142,0
2022,5,miami,russell,mercedes,12,12.0,12.333333333333334,8.0,0.3333333333333333,4.0,0.0,10.489662676822633,0.0,6.0,0.0,4.0,0.25,0.08333333333333333,0
2022,5,miami,sainz,ferrari,2,2.0,5.0,8.666666666666666,0.3333333333333333,14.333333333333334,0.3333333333333333,10.489662676822633,0.0,2.0,1.0,11.25,0.5,0.5,1
2022,5,miami,stroll,aston_martin,0,10.0,0.3333333333333333,1.6666666666666667,0.0,11.666666666666666,0.0,10.489662676822633,0.0,10.489662676822633,0.0,11.75,0.0,inf,0
2022,5,miami,tsunoda,alphatauri,9,9.0,2.0,2.0,0.0,13.666666666666666,0.0,10.489662676822633,0.0,18.0,0.0,12.25,0.0,0.1111111111111111,0
2022,5,miami,vettel,aston_martin,0,13.0,2.0,2.0,0.0,13.5,0.0,10.489662676822633,0.0,10.0,0.0,13.5,0.0,inf,0
2022,5,miami,zhou,alfa,17,17.0,0.0,5.333333333333333,0.0,12.333333333333334,0.0,10.489662676822633,0.0,7.0,0.0,11.75,0.0,0.058823529411764705,0
2022,6,catalunya,albon,williams,18,19.0,1.0,0.6666666666666666,0.0,10.0,0.0,10.489662676822633,0.0,10.489662676822633,0.0,11.4,0.0,0.05555555555555555,0
2022,6,catalunya,alonso,alpine,20,17.0,0.0,3.3333333333333335,0.0,15.666666666666666,0.0,10.489662676822633,0.0,10.489662676822633,0.0,14.4,0.0,0.05,0
2022,6,catalunya,bottas,alfa,7,7.0,6.666666666666667,2.0,0.0,6.666666666666667,0.0,10.489662676822633,0.0,10.489662676822633,0.0,8.2,0.0,0.14285714285714285,0
2022,6,catalunya,gasly,alphatauri,14,14.0,0.6666666666666666,0.3333333333333333,0.0,13.0,0.0,10.489662676822633,0.0,10.489662676822633,0.0,13.4,0.0,0.07142857142857142,0
2022,6,catalunya,hamilton,mercedes,6,6.0,6.666666666666667,11.0,0.0,7.666666666666667,0.3333333333333333,10.489662676822633,0.0,10.489662676822633,0.0,7.2,0.2,0.16666666666666666,0
2022,6,catalunya,kevin_magnussen,haas,8,8.0,0.6666666666666666,0.0,0.0,13.0,0.0,10.489662676822633,0.0,10.489662676822633,0.0,10.6,0.0,0.125,0
2022,6,catalunya,latifi,williams,19,20.0,0.0,0.6666666666666666,0.0,15.333333333333334,0.0,10.489662676822633,0.0,18.0,0.0,16.0,0.0,0.05263157894736842,0
2022,6,catalunya,leclerc,ferrari,1,1.0,17.333333333333332,15.0,0.6666666666666666,3.0,0.6666666666666666,10.489662676822633,0.0,10.489662676822633,0.0,2.4,0.8,1.0,0
2022,6,catalunya,max_verstappen,red_bull,2,2.0,17.333333333333332,18.666666666666668,0.6666666666666666,6.666666666666667,0.6666666666666666,10.489662676822633,0.0,10.489662676822633,0.0,8.0,0.6,0.5,1
2022,6,catalunya,mick_schumacher,haas,10,10.0,0.0,0.0,0.0,15.0,0.0,10.489662676822633,0.0,17.0,0.0,15.2,0.0,0.1,0
2022,6,catalunya,norris,mclaren,11,11.0,8.333333333333334,0.0,0.3333333333333333,9.0,0.0,10.489662676822633,0.0,10.489662676822633,0.0,9.8,0.2,0.09090909090909091,0
2022,6,catalunya,ocon,alpine,12,12.0,3.3333333333333335,1.3333333333333333,0.0,9.666666666666666,0.0,10.489662676822633,0.0,9.0,0.0,8.4,0.0,0.08333333333333333,0
2022,6,catalunya,perez,red_bull,5,5.0,16.0,21.0,0.6666666666666666,2.6666666666666665,0.6666666666666666,10.489662676822633,0.0,1.0,1.0,6.0,0.4,0.2,1
2022,6,catalunya,ricciardo,mclaren,9,9.0,2.6666666666666665,1.3333333333333333,0.0,12.333333333333334,0.0,10.489662676822633,0.0,8.0,0.0,13.6,0.0,0.1111111111111111,0
2022,6,catalunya,russell,mercedes,4,4.0,12.333333333333334,6.0,0.3333333333333333,4.0,0.0,10.489662676822633,0.0,5.0,0.0,4.2,0.2,0.25,1
2022,6,catalunya,sainz,ferrari,3,3.0,5.0,11.0,0.3333333333333333,14.333333333333334,0.6666666666666666,10.489662676822633,0.0,20.0,0.0,9.6,0.6,0.3333333333333333,0
2022,6,catalunya,stroll,aston_martin,17,18.0,0.6666666666666666,0.3333333333333333,0.0,10.666666666666666,0.0,10.489662676822633,0.0,10.489662676822633,0.0,11.4,0.0,0.058823529411764705,0
2022,6,catalunya,tsunoda,alphatauri,13,13.0,2.0,0.0,0.0,11.333333333333334,0.0,10.489662676822633,0.0,13.0,0.0,12.2,0.0,0.07692307692307693,0
2022,6,catalunya,vettel,aston_martin,16,16.0,1.3333333333333333,0.6666666666666666,0.0,14.666666666666666,0.0,10.489662676822633,0.0,15.0,0.0,14.666666666666666,0.0,0.0625,0
2022,6,catalunya,zhou,alfa,15,15.0,0.0,4.666666666666667,0.0,15.333333333333334,0.0,10.489662676822633,0.0,6.0,0.0,13.4,0.0,0.06666666666666667,0
2022,7,monaco,albon,williams,16,16.0,0.6666666666666666,0.0,0.0,12.666666666666666,0.0,10.489662676822633,0.0,10.489662676822633,0.0,12.5,0.0,0.0625,0
2022,7,monaco,alonso,alpine,7,7.0,0.6666666666666666,2.6666666666666665,0.0,13.0,0.0,10.489662676822633,0.0,10.489662676822633,0.0,13.5,0.0,0.14285714285714285,0
2022,7,monaco,bottas,alfa,12,12.0,8.0,2.6666666666666665,0.0,6.0,0.0,10.489662676822633,0.0,10.489662676822633,0.0,7.833333333333333,0.0,0.08333333333333333,0
2022,7,monaco,gasly,alphatauri,17,17.0,0.0,0.3333333333333333,0.0,14.333333333333334,0.0,10.489662676822633,0.0,10.489662676822633,0.0,13.333333333333334,0.0,0.058823529411764705,0
2022,7,monaco,hamilton,mercedes,8,8.0,6.0,11.666666666666666,0.0,8.0,0.3333333333333333,10.489662676822633,0.0,10.489662676822633,0.0,6.833333333333333,0.16666666666666666,0.125,0
2022,7,monaco,kevin_magnussen,haas,13,13.0,0.6666666666666666,0.0,0.0,14.0,0.0,10.489662676822633,0.0,10.489662676822633,0.0,11.666666666666666,0.0,0.07692307692307693,0
2022,7,monaco,latifi,williams,19,19.0,0.0,0.0,0.0,15.333333333333334,0.0,10.489662676822633,0.0,18.0,0.0,16.0,0.0,0.05263157894736842,0
2022,7,monaco,leclerc,ferrari,1,1.0,8.666666666666666,10.0,0.3333333333333333,9.333333333333334,0.3333333333333333,10.489662676822633,0.0,10.489662676822633,0.0,5.333333333333333,0.6666666666666666,1.0,0
2022,7,monaco,max_verstappen,red_bull,4,4.0,25.666666666666668,23.0,1.0,1.0,1.0,10.489662676822633,0.0,10.489662676822633,0.0,6.833333333333333,0.6666666666666666,0.25,1
2022,7,monaco,mick_schumacher,haas,15,15.0,0.0,0.0,0.0,15.333333333333334,0.0,10.489662676822633,0.0,20.0,0.0,15.0,0.0,0.06666666666666667,0
2022,7,monaco,norris,mclaren,5,5.0,6.333333333333333,1.3333333333333333,0.3333333333333333,10.0,0.0,10.489662676822633,0.0,10.489662676822633,0.0,9.5,0.16666666666666666,0.2,0
2022,7,monaco,ocon,alpine,10,10.0,3.3333333333333335,4.666666666666667,0.0,9.666666666666666,0.0,10.489662676822633,0.0,7.0,0.0,8.166666666666666,0.0,0.1,0
2022,7,monaco,perez,red_bull,3,3.0,16.333333333333332,18.666666666666668,0.6666666666666666,2.6666666666666665,0.6666666666666666,10.489662676822633,0.0,3.0,1.0,5.333333333333333,0.5,0.3333333333333333,1
2022,7,monaco,ricciardo,mclaren,14,14.0,0.0,4.333333333333333,0.0,14.333333333333334,0.0,10.489662676822633,0.0,6.0,0.0,13.333333333333334,0.0,0.07142857142857142,0
2022,7,monaco,russell,mercedes,6,6.0,12.333333333333334,11.0,0.3333333333333333,4.0,0.3333333333333333,10.489662676822633,0.0,8.0,0.0,4.0,0.3333333333333333,0.16666666666666666,0
2022,7,monaco,sainz,ferrari,2,2.0,9.0,9.0,0.3333333333333333,9.0,0.3333333333333333,10.489662676822633,0.0,4.0,0.0,8.666666666666666,0.5,0.5,1
2022,7,monaco,stroll,aston_martin,18,18.0,0.6666666666666666,0.3333333333333333,0.0,11.666666666666666,0.0,10.489662676822633,0.0,10.489662676822633,0.0,12.0,0.0,0.05555555555555555,0
2022,7,monaco,tsunoda,alphatauri,11,11.0,2.3333333333333335,0.3333333333333333,0.0,9.666666666666666,0.0,10.489662676822633,0.0,11.0,0.0,11.833333333333334,0.0,0.09090909090909091,0
2022,7,monaco,vettel,aston_martin,9,9.0,1.3333333333333333,0.0,0.0,12.0,0.0,10.489662676822633,0.0,14.0,0.0,13.75,0.0,0.1111111111111111,0
2022,7,monaco,zhou,alfa,20,20.0,0.0,3.3333333333333335,0.0,18.0,0.0,10.489662676822633,0.0,9.0,0.0,14.333333333333334,0.0,0.05,0
2022,8,baku,albon,williams,17,17.0,0.6666666666666666,0.0,0.0,15.0,0.0,10.489662676822633,0.0,10.489662676822633,0.0,13.285714285714286,0.0,0.058823529411764705,0
2022,8,baku,alonso,alpine,10,10.0,2.6666666666666665,2.6666666666666665,0.0,9.0,0.0,10.489662676822633,0.0,10.489662676822633,0.0,12.571428571428571,0.0,0.1,0
2022,8,baku,bottas,alfa,15,15.0,5.333333333333333,0.6666666666666666,0.0,7.333333333333333,0.0,10.489662676822633,0.0,10.489662676822633,0.0,8.0,0.0,0.06666666666666667,0
2022,8,baku,gasly,alphatauri,6,6.0,0.0,0.0,0.0,14.0,0.0,10.489662676822633,0.0,10.489662676822633,0.0,13.0,0.0,0.16666666666666666,0
2022,8,baku,hamilton,mercedes,7,7.0,7.333333333333333,9.666666666666666,0.0,6.333333333333333,0.3333333333333333,10.489662676822633,0.0,10.489662676822633,0.0,7.0,0.14285714285714285,0.14285714285714285,0
2022,8,baku,kevin_magnussen,haas,16,16.0,0.0,0.0,0.0,17.666666666666668,0.0,10.489662676822633,0.0,10.489662676822633,0.0,12.857142857142858,0.0,0.0625,0
2022,8,baku,latifi,williams,18,18.0,0.0,0.0,0.0,15.0,0.0,10.489662676822633,0.0,12.0,0.0,15.857142857142858,0.0,0.05555555555555555,0
2022,8,baku,leclerc,ferrari,1,1.0,10.0,10.0,0.3333333333333333,8.666666666666666,0.3333333333333333,10.489662676822633,0.0,10.489662676822633,0.0,5.142857142857143,0.5714285714285714,1.0,0
